id,brand_primary,lex_label,lex_score,text_clean_base
10030,,neu,0.18100000000000005,"tres plantas e infusiones para mejorar la circulación en las piernas ...mapfre , explica que además de ayudar con la circulación, puede llegar a facilitar la expulsión de la bilis acumulada en el organismo y disminuir la generación de gases en el tubo digestivo. también, reduce los cólicos, es diurético, antiinflamatorio..."
8297,seguros bolivar,neu,0.125,davivienda y seguros bolívar firman convenio para apoyar municipios vulnerables la alianza se llevará a cabo con usaid y tiene en miras estabilizar y transformar los territorios más afectados por la violencia y la pobreza. | empresas | portafolio.co davivienda y seguros bolívar anuncian la firma de un convenio con la agencia de los...
12238,,neu,0.125,"generalmente uso esta red para quejarme o para denunciar, pero hoy quiero felicitar y agradecerle a no solo por su atención sino por una manifestación de absoluta confianza, ante una reclamación que les hice. generalmente uso esta red para quejarme o para denunciar, pero hoy quiero felicitar y agradecerle a no solo por su atención sino por una manifestación de absoluta confianza, ante una reclamación que les hice."
6324,,neu,0.11250000000000004,"carlos carrillo habla sobre iván alfaro, el polémico abogado de laura ojeda: ""es el director jurídico ‘de facto' de la ungrd"" ...con el 29 de febrero, ese día definitivamente olmedo cae, y el primero de marzo llega la directora encargada, elga rivas, que da la orden de detener toda la contratación. y ahí no pasa a la previsora. esto es un poco enredado, pero hay que entender que la..."
5369,,neu,0.055999999999999994,"claro, la imagen corporativa del grupo sura se vería muy afectada. eso es lo que tratan de impedir. claro, la imagen corporativa del grupo sura se vería muy afectada. eso es lo que tratan de impedir."
5508,,neu,0.0007999999999999674,apenas se vino a enterar que el grupo sura es una empresa inversora? asi de desinformados andan? apenas se vino a enterar que el grupo sura es una empresa inversora? asi de desinformados andan?
1838,allianz,neu,0.0,"deportes | conmemorando los 150 años de la aseguradora allianz, y con una campaña para generar conciencia ambiental, se corrió la allianz 15k en bogotá. deportes | conmemorando los 150 años de la aseguradora allianz, y con una campaña para generar conciencia ambiental, se corrió la allianz 15k en bogotá."
4832,zurich,neu,0.0,"llega a latam autocompara, una plataforma digital de seguros de automóviles del banco santander ...de crear. autocompara ofrece seguros de coches y motos online de varias aseguradoras entre las que está mapfre, zurich y axa además de otras de las principales locales. cuenta con 1,4 millones de pólizas comercializadas. la nueva plataforma absorberá las..."
3692,,neu,0.0,"93 días llevo intentando cancelar un seguro que no adquirí y solo responden que reenvíe a otros canales de atención. no encuentro solución, me tienen entre dependencias para evitar mi solicitud. 93 días llevo intentando cancelar un seguro que no adquirí y solo responden que reenvíe a otros canales de atención. no encuentro solución, me tienen entre dependencias para evitar mi solicitud."
5470,fiduciaria previsora,neu,0.0,"🌟 en previsora seguros, estamos comprometidos con proteger lo que más valoras. descubre nuestros servicios y seguros, diseñados especialmente para brindarte tranquilidad y seguridad en cada etapa de tu vida. 🤝 🛡️ tu tranquilidad es nuestra misión. previsoraseguros 🌟 en previsora seguros, estamos comprometidos con proteger lo que más valoras. descubre nuestros servicios y seguros, diseñados especialmente para brindarte tranquilidad y seguridad en cada etapa de tu vida. 🤝 🛡️ tu tranquilidad es nuestra misión. previsoraseguros"
